"","per_game.Season","per_game.Age","per_game.Tm","per_game.Lg","per_game.Pos","per_game.G","per_game.GS","per_game.MP","per_game.FG","per_game.FGA","per_game.FG.","per_game.3P","per_game.3PA","per_game.3P.","per_game.2P","per_game.2PA","per_game.2P.","per_game.eFG.","per_game.FT","per_game.FTA","per_game.FT.","per_game.ORB","per_game.DRB","per_game.TRB","per_game.AST","per_game.STL","per_game.BLK","per_game.TOV","per_game.PF","per_game.PTS","player_id"
"14","2013-14","24","TOT","NBA","PF","65","2","16.5","2.1","4.6",".447","0.0","0.2",".154","2.0","4.4",".460",".450","0.5","0.8",".660","1.8","3.0","4.8","1.1","0.4","0.5","0.7","1.9","4.7","allenla01"
"15","2013-14","24","PHI","NBA","PF","51","2","18.8","2.3","5.2",".440","0.0","0.3",".154","2.3","5.0",".455",".444","0.5","0.8",".675","2.1","3.4","5.4","1.3","0.4","0.5","0.8","2.3","5.2","allenla01"
"16","2013-14","24","IND","NBA","PF","14","0","8.0","1.2","2.4",".500","0.0","0.0","","1.2","2.4",".500",".500","0.4","0.7",".600","0.9","1.5","2.4","0.4","0.1","0.4","0.3","0.8","2.9","allenla01"
"17","2014-15","25","IND","NBA","C","63","0","17.0","2.2","4.7",".472","0.0","0.0","","2.2","4.7",".472",".472","0.5","0.7",".702","2.0","3.2","5.1","1.2","0.2","0.7","0.6","1.6","5.0","allenla01"
"18","2015-16","26","IND","NBA","PF","79","28","20.2","2.4","4.7",".516","0.0","0.0","","2.4","4.7",".516",".516","0.6","0.9",".630","2.1","3.3","5.4","1.0","0.3","0.5","0.9","1.9","5.4","allenla01"
"19","2016-17","27","IND","NBA","PF","35","0","12.0","0.7","2.0",".377","0.0","0.0",".000","0.7","1.9",".382",".377","0.2","0.2",".750","0.9","1.4","2.4","0.9","0.3","0.3","0.3","1.1","1.7","allenla01"
"20","2001-02","23","DEN","NBA","C","24","1","10.9","1.0","3.1",".338","0.0","0.2",".000","1.0","2.9",".357",".338","0.9","1.2",".786","1.6","1.6","3.2","0.3","0.3","1.2","0.5","1.5","3.0","anderch01"
"21","2002-03","24","DEN","NBA","C","59","3","15.4","1.9","4.8",".400","0.0","0.0",".000","1.9","4.8",".401",".400","1.3","2.4",".550","1.8","2.8","4.6","0.5","0.5","1.0","1.0","1.5","5.2","anderch01"
"22","2003-04","25","DEN","NBA","PF","71","0","14.5","1.3","2.9",".443","0.0","0.0",".000","1.3","2.8",".446",".443","0.9","1.5",".589","1.3","2.9","4.2","0.5","0.5","1.6","0.7","1.7","3.4","anderch01"
"23","2004-05","26","NOH","NBA","C","67","2","21.3","2.9","5.3",".534","0.0","0.0",".000","2.9","5.3",".538",".534","2.0","2.8",".689","2.0","4.1","6.1","1.1","0.2","1.5","1.0","2.1","7.7","anderch01"
"24","2005-06","27","NOK","NBA","C","32","2","17.8","1.8","3.1",".571","0.0","0.0","","1.8","3.1",".571",".571","1.5","3.2",".476","1.9","2.9","4.8","0.2","0.3","1.3","0.8","2.6","5.0","anderch01"
"25","2006-07","28","Did Not Play (suspended—substance abuse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"anderch01"
"26","2007-08","29","NOH","NBA","C","5","0","6.8","0.4","1.4",".286","0.0","0.0","","0.4","1.4",".286",".286","0.4","0.8",".500","0.4","1.4","1.8","0.0","0.0","0.8","0.2","1.2","1.2","anderch01"
"27","2008-09","30","DEN","NBA","C","71","1","20.6","2.3","4.1",".548","0.0","0.1",".200","2.2","4.0",".560",".551","1.8","2.5",".718","2.3","3.9","6.2","0.4","0.6","2.5","1.0","2.5","6.4","anderch01"
"28","2009-10","31","DEN","NBA","PF","76","0","22.3","1.9","3.3",".566","0.0","0.0",".000","1.9","3.3",".573",".566","2.2","3.1",".695","1.9","4.4","6.4","0.4","0.6","1.9","0.8","2.3","5.9","anderch01"
"29","2010-11","32","DEN","NBA","C","45","0","16.3","1.8","3.0",".599","0.0","0.0",".000","1.8","3.0",".603",".599","1.9","3.0",".637","1.7","3.2","4.9","0.4","0.5","1.3","0.6","1.8","5.6","anderch01"
"30","2011-12","33","DEN","NBA","C","32","1","15.2","1.8","3.4",".546","0.0","0.0","","1.8","3.4",".546",".546","1.6","2.6",".610","1.5","3.1","4.6","0.2","0.6","1.4","0.5","1.6","5.3","anderch01"
"31","2012-13","34","MIA","NBA","C","42","0","14.9","1.7","2.9",".577","0.0","0.1",".667","1.6","2.9",".575",".585","1.5","2.2",".677","1.4","2.7","4.1","0.4","0.4","1.0","0.6","2.1","4.9","anderch01"
