"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"3480","Tuesday","54","24","1257","146","310","27","73","74","97","58","180","59","63","17","78","119","393",".471",".370",".763",".557","15.6","101","110","23.3","7.3","3.3","1.1","geeal01",NA
"3481","Wednesday","93","48","2008","210","520","49","148","115","143","89","309","110","77","27","88","163","584",".404",".331",".804",".501","15.0","101","108","21.6","6.3","3.3","1.2","geeal01",NA
"3482","Thursday","21","9","372","33","73","3","10","17","22","13","44","16","14","2","16","29","86",".452",".300",".773",".520","12.0","95","111","17.7","4.1","2.1","0.8","geeal01",NA
"3483","Friday","91","48","1921","205","521","38","131","112","158","78","303","84","69","26","93","167","560",".393",".290",".709",".474","15.9","94","110","21.1","6.2","3.3","0.9","geeal01",NA
"3484","Saturday","65","38","1540","180","372","29","89","102","138","70","236","73","72","13","70","137","491",".484",".326",".739",".567","14.6","108","110","23.7","7.6","3.6","1.1","geeal01",NA
"3485","Starter","213","213","5989","674","1584","129","412","352","449","236","865","301","245","66","275","503","1829",".426",".313",".784",".513","15.5","101","111","28.1","8.6","4.1","1.4","geeal01",NA
"3486","Reserve","204","0","3080","327","725","57","160","214","302","153","494","140","134","35","172","289","925",".451",".356",".709",".539","14.9","100","108","15.1","4.5","2.4","0.7","geeal01",NA
"3487","40+","8","8","328","42","90","6","18","21","27","14","54","17","12","4","15","20","111",".467",".333",".778",".545","15.9","107","116","41.0","13.9","6.8","2.1","geeal01",NA
"3488","30-39","96","90","3207","403","910","88","249","204","262","145","474","184","125","38","146","245","1098",".443",".353",".779",".535","16.4","106","110","33.4","11.4","4.9","1.9","geeal01",NA
"3489","20-29","147","86","3752","393","910","69","228","245","315","144","571","170","182","36","195","333","1100",".432",".303",".778",".525","15.0","99","110","25.5","7.5","3.9","1.2","geeal01",NA
"3490","10-19","92","29","1407","126","288","20","60","77","108","61","200","58","47","16","69","159","349",".438",".333",".713",".520","12.7","97","110","15.3","3.8","2.2","0.6","geeal01",NA
"3491","0-9","74","0","375","37","111","3","17","19","39","25","60","12","13","7","22","35","96",".333",".176",".487",".375","17.7","75","108","5.1","1.3","0.8","0.2","geeal01",NA
"3492","0 Days","97","54","2335","257","595","44","133","154","201","108","352","113","92","18","124","206","712",".432",".331",".766",".521","15.6","100","111","24.1","7.3","3.6","1.2","geeal01",NA
"3493","1 Day","201","114","4586","515","1181","94","306","283","379","184","694","228","200","48","209","401","1407",".436",".307",".747",".522","15.3","102","110","22.8","7.0","3.5","1.1","geeal01",NA
"3494","2 Days","56","30","1225","123","289","30","78","70","88","53","170","50","41","21","72","110","346",".426",".385",".795",".528","14.6","96","112","21.9","6.2","3.0","0.9","geeal01",NA
"3495","3+ Days","55","14","792","92","218","15","49","51","74","36","126","42","36","14","34","61","250",".422",".306",".689",".499","15.9","100","105","14.4","4.5","2.3","0.8","geeal01",NA
"3496","Eastern","235","125","5336","611","1427","108","345","358","472","237","818","268","207","62","262","451","1688",".428",".313",".758",".516","16.1","101","109","22.7","7.2","3.5","1.1","geeal01",NA
"3497","Western","182","88","3733","390","882","78","227","208","279","152","541","173","172","39","185","341","1066",".442",".344",".746",".530","14.0","100","111","20.5","5.9","3.0","1.0","geeal01",NA
"3498","Atlantic","78","40","1754","193","440","28","99","138","177","69","271","80","75","22","94","157","552",".439",".283",".780",".533","15.8","101","108","22.5","7.1","3.5","1.0","geeal01",NA
"3499","Central","70","39","1659","180","449","30","106","95","121","76","252","100","60","21","74","128","485",".401",".283",".785",".483","15.6","98","109","23.7","6.9","3.6","1.4","geeal01",NA
"3500","Northwest","62","32","1382","150","317","39","98","70","106","45","177","64","66","19","65","117","409",".473",".398",".660",".562","13.8","103","111","22.3","6.6","2.9","1.0","geeal01",NA
"3501","Pacific","65","28","1269","123","287","16","60","89","107","58","193","65","61","10","71","118","351",".429",".267",".832",".525","13.9","99","110","19.5","5.4","3.0","1.0","geeal01",NA
"3502","Southeast","87","46","1923","238","538","50","140","125","174","92","295","88","72","19","94","166","651",".442",".357",".718",".530","16.8","103","110","22.1","7.5","3.4","1.0","geeal01",NA
"3503","Southwest","55","28","1082","117","278","23","69","49","66","49","171","44","45","10","49","106","306",".421",".333",".742",".498","14.5","97","112","19.7","5.6","3.1","0.8","geeal01",NA
"3504","Atlanta","15","8","349","49","117","11","29","23","30","20","69","19","10","3","24","27","132",".419",".379",".767",".507","20.1","95","113","23.2","8.8","4.6","1.3","geeal01",NA
"3505","Boston","11","7","268","44","87","3","14","22","29","11","49","15","18","2","12","27","113",".506",".214",".759",".566","18.6","110","100","24.3","10.3","4.5","1.4","geeal01",NA
"3506","CHA, CHO","19","7","449","55","101","12","25","30","43","20","72","20","18","4","19","43","152",".545",".480",".698",".634","14.5","117","107","23.6","8.0","3.8","1.1","geeal01",NA
"3507","Chicago","14","10","364","40","95","9","23","17","19","16","47","15","13","3","17","29","106",".421",".391",".895",".513","15.2","98","115","26.0","7.6","3.4","1.1","geeal01",NA
"3508","Cleveland","3","1","51","4","12","0","3","4","7","2","7","3","2","0","1","6","12",".333",".000",".571",".398","14.6","93","112","17.1","4.0","2.3","1.0","geeal01",NA
"3509","Dallas","13","5","246","34","78","4","20","8","12","15","52","10","13","3","12","23","80",".436",".200",".667",".480","16.8","93","103","18.9","6.2","4.0","0.8","geeal01",NA
"3510","Denver","9","7","215","29","63","8","17","11","19","7","39","9","18","4","15","21","77",".460",".471",".579",".540","17.6","93","108","23.9","8.6","4.3","1.0","geeal01",NA
"3511","Detroit","18","8","390","42","105","8","31","19","23","17","68","19","11","8","12","27","111",".400",".258",".826",".482","14.4","104","108","21.7","6.2","3.8","1.1","geeal01",NA
