"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"2322","Cleveland","19","17","591","97","237","34","100","58","71","14","123","62","27","5","51","49","286",".409",".340",".817",".533","24.7","99","98","31.1","15.1","6.5","3.3","georgpa01",NA
"2323","Dallas","11","9","365","74","156","30","62","36","39","5","77","32","19","3","18","30","214",".474",".484",".923",".618","24.0","117","100","33.2","19.5","7.0","2.9","georgpa01",NA
"2324","Denver","10","8","321","56","122","25","55","22","30","6","50","40","18","4","24","29","159",".459",".455",".733",".588","21.6","110","110","32.1","15.9","5.0","4.0","georgpa01",NA
"2325","Detroit","22","19","702","121","276","37","106","103","118","12","157","79","40","7","64","53","382",".438",".349",".873",".582","25.8","107","96","31.9","17.4","7.1","3.6","georgpa01",NA
"2326","Golden State","11","9","321","60","152","16","54","38","45","13","75","31","18","4","18","27","174",".395",".296",".844",".506","25.3","106","108","29.1","15.8","6.8","2.8","georgpa01",NA
"2327","Houston","9","8","317","61","132","23","57","34","35","6","65","27","24","8","26","21","179",".462",".404",".971",".607","24.9","110","99","35.2","19.9","7.2","3.0","georgpa01",NA
"2328","LA Clippers","10","8","321","69","147","26","60","36","41","7","59","40","19","6","13","31","200",".469",".433",".878",".606","25.1","126","100","32.1","20.0","5.9","4.0","georgpa01",NA
"2329","LA Lakers","9","9","309","58","151","21","64","53","65","11","61","25","19","7","30","21","190",".384",".328",".815",".529","28.5","100","95","34.4","21.1","6.8","2.8","georgpa01",NA
"2330","Memphis","9","8","310","41","118","13","50","32","37","11","62","27","9","8","28","14","127",".347",".260",".865",".473","24.9","91","103","34.4","14.1","6.9","3.0","georgpa01",NA
"2331","Miami","19","16","700","132","306","47","118","62","78","17","121","62","32","2","52","51","373",".431",".398",".795",".548","26.2","104","103","36.9","19.6","6.4","3.3","georgpa01",NA
"2332","Milwaukee","17","15","500","97","217","30","83","48","63","14","103","54","17","8","49","48","272",".447",".361",".762",".556","25.8","104","103","29.4","16.0","6.1","3.2","georgpa01",NA
"2333","Minnesota","11","10","342","74","149","28","50","39","48","6","61","34","17","6","29","26","215",".497",".560",".813",".632","25.6","115","99","31.1","19.5","5.5","3.1","georgpa01",NA
"2334","NJN, BRK","20","18","665","132","276","46","110","64","74","18","105","55","44","14","49","53","374",".478",".418",".865",".606","24.1","112","102","33.3","18.7","5.3","2.8","georgpa01",NA
"2335","NOH, NOP","11","11","363","70","166","26","70","43","51","9","60","44","23","1","23","27","209",".422",".371",".843",".555","26.9","110","98","33.0","19.0","5.5","4.0","georgpa01",NA
"2336","New York","21","19","637","126","291","31","108","79","94","16","116","64","37","12","44","63","362",".433",".287",".840",".545","26.8","107","100","30.3","17.2","5.5","3.0","georgpa01",NA
"2337","Oklahoma City","9","7","303","52","131","18","50","46","56","14","69","26","14","2","14","27","168",".397",".360",".821",".540","25.6","112","110","33.7","18.7","7.7","2.9","georgpa01",NA
"2338","Orlando","18","17","578","107","244","33","87","69","74","15","108","56","24","9","47","39","316",".439",".379",".932",".571","25.2","106","97","32.1","17.6","6.0","3.1","georgpa01",NA
"2339","Philadelphia","19","15","601","105","243","39","88","67","81","18","117","65","33","6","42","43","316",".432",".443",".827",".567","24.1","109","98","31.6","16.6","6.2","3.4","georgpa01",NA
"2340","Phoenix","9","8","298","53","119","9","45","50","62","9","62","23","15","5","27","28","165",".445",".200",".806",".564","25.4","107","104","33.1","18.3","6.9","2.6","georgpa01",NA
"2341","Portland","10","8","310","66","166","22","69","33","37","9","52","26","16","0","25","24","187",".398",".319",".892",".513","29.9","99","109","31.0","18.7","5.2","2.6","georgpa01",NA
"2342","Sacramento","10","10","376","70","159","19","62","53","64","8","68","30","18","10","31","24","212",".440",".306",".828",".566","26.5","106","103","37.6","21.2","6.8","3.0","georgpa01",NA
"2343","San Antonio","9","7","279","42","106","12","30","29","34","6","38","27","10","6","27","20","125",".396",".400",".853",".517","24.6","95","113","31.0","13.9","4.2","3.0","georgpa01",NA
"2344","Toronto","17","16","596","91","237","31","82","67","81","22","127","57","18","8","49","54","280",".384",".378",".827",".513","25.2","99","100","35.1","16.5","7.5","3.4","georgpa01",NA
"2345","Utah","9","8","317","64","134","20","49","37","43","5","53","21","14","5","20","31","185",".478",".408",".860",".605","25.2","115","104","35.3","20.6","5.9","2.3","georgpa01",NA
"2346","Washington","20","16","601","124","270","39","91","66","71","17","126","56","38","7","47","47","353",".459",".429",".930",".586","26.0","108","95","30.1","17.7","6.3","2.8","georgpa01",NA
"2347","Total","554","221","13963","2140","4337","2","30","904","1305","1324","3537","557","293","693","693","1437","5186",".493",".067",".693",".528","18.3","106","103","25.2","9.4","6.4","1.0","gibsota01",NA
"2348","Home","280","108","7031","1069","2214","0","8","467","679","698","1822","302","161","393","333","717","2605",".483",".000",".688",".518","18.3","106","101","25.1","9.3","6.5","1.1","gibsota01",NA
"2349","Road","274","113","6932","1071","2123","2","22","437","626","626","1715","255","132","300","360","720","2581",".504",".091",".698",".538","18.2","106","105","25.3","9.4","6.3","0.9","gibsota01",NA
"2350","Pre","383","164","9694","1463","2999","2","27","604","895","902","2412","387","202","493","481","1001","3532",".488",".074",".675",".521","18.1","105","103","25.3","9.2","6.3","1.0","gibsota01",NA
"2351","Post","171","57","4269","677","1338","0","3","300","410","422","1125","170","91","200","212","436","1654",".506",".000",".732",".545","18.6","109","102","25.0","9.7","6.6","1.0","gibsota01",NA
"2352","Win","333","117","8235","1301","2589","1","17","542","775","768","2156","339","179","450","401","841","3145",".503",".059",".699",".537","18.5","109","97","24.7","9.4","6.5","1.0","gibsota01",NA
"2353","Loss","221","104","5728","839","1748","1","13","362","530","556","1381","218","114","243","292","596","2041",".480",".077",".683",".515","17.9","103","110","25.9","9.2","6.2","1.0","gibsota01",NA
"2354","October","15","5","353","68","116","0","0","16","28","28","94","13","6","14","16","48","152",".586",NA,".571",".592","18.0","113","102","23.5","10.1","6.3","0.9","gibsota01",NA
"2355","November","87","43","2200","342","707","1","7","124","187","192","527","104","57","105","124","232","809",".484",".143",".663",".512","18.7","101","102","25.3","9.3","6.1","1.2","gibsota01",NA
"2356","December","107","41","2599","406","816","0","5","173","245","258","666","101","45","120","145","264","985",".498",".000",".706",".533","18.5","105","104","24.3","9.2","6.2","0.9","gibsota01",NA
"2357","January","124","57","3208","450","959","1","9","218","314","308","798","107","58","186","134","319","1119",".469",".111",".694",".510","17.5","106","103","25.9","9.0","6.4","0.9","gibsota01",NA
"2358","February","84","33","2186","345","695","0","7","135","205","217","564","103","51","107","113","232","825",".496",".000",".659",".525","18.7","106","102","26.0","9.8","6.7","1.2","gibsota01",NA
"2359","March","89","32","2199","358","683","0","1","150","205","213","586","92","52","95","101","210","866",".524",".000",".732",".560","18.4","112","104","24.7","9.7","6.6","1.0","gibsota01",NA
"2360","April","48","10","1218","171","361","0","1","88","121","108","302","37","24","66","60","132","430",".474",".000",".727",".519","18.2","104","99","25.4","9.0","6.3","0.8","gibsota01",NA
"2361","Sunday","36","10","934","125","294","0","2","74","101","78","228","38","15","36","49","88","324",".425",".000",".733",".479","19.1","99","106","26.0","9.0","6.3","1.1","gibsota01",NA
"2362","Monday","93","38","2420","348","714","0","4","150","228","248","637","98","58","149","132","235","846",".487",".000",".658",".519","17.8","104","101","26.0","9.1","6.8","1.1","gibsota01",NA
"2363","Tuesday","65","30","1651","230","466","1","6","97","148","142","413","68","34","89","83","189","558",".494",".167",".655",".525","16.8","104","101","25.4","8.6","6.4","1.0","gibsota01",NA
"2364","Wednesday","97","34","2430","404","797","0","7","156","227","247","615","105","51","111","118","247","964",".507",".000",".687",".537","19.0","109","102","25.1","9.9","6.3","1.1","gibsota01",NA
"2365","Thursday","61","29","1547","252","513","0","2","107","150","131","383","60","39","68","69","160","611",".491",".000",".713",".528","19.0","107","102","25.4","10.0","6.3","1.0","gibsota01",NA
"2366","Friday","95","37","2301","369","735","1","5","143","203","204","569","91","41","93","107","247","882",".502",".200",".704",".535","18.5","107","105","24.2","9.3","6.0","1.0","gibsota01",NA
"2367","Saturday","107","43","2680","412","818","0","4","177","248","274","692","97","55","147","135","271","1001",".504",".000",".714",".540","18.0","108","103","25.0","9.4","6.5","0.9","gibsota01",NA
"2368","Starter","221","221","6406","973","1917","2","13","354","516","603","1668","270","144","294","293","637","2302",".508",".154",".686",".537","17.1","109","105","29.0","10.4","7.5","1.2","gibsota01",NA
"2369","Reserve","333","0","7557","1167","2420","0","17","550","789","721","1869","287","149","399","400","800","2884",".482",".000",".697",".521","19.3","104","101","22.7","8.7","5.6","0.9","gibsota01",NA
"2370","40+","25","23","1092","168","319","0","3","73","105","89","259","50","16","55","38","78","409",".527",".000",".695",".560","17.4","115","105","43.7","16.4","10.4","2.0","gibsota01",NA
"2371","30-39","109","71","3639","548","1067","0","7","212","314","365","974","168","90","185","170","314","1308",".514",".000",".675",".543","17.0","110","103","33.4","12.0","8.9","1.5","gibsota01",NA
"2372","20-29","270","94","6783","1076","2184","2","13","475","666","629","1692","256","143","336","341","684","2629",".493",".154",".713",".531","18.9","106","102","25.1","9.7","6.3","0.9","gibsota01",NA
"2373","10-19","142","29","2394","339","748","0","7","141","216","238","600","80","42","115","141","348","819",".453",".000",".653",".486","18.7","96","102","16.9","5.8","4.2","0.6","gibsota01",NA
"2374","0-9","8","4","55","9","19","0","0","3","4","3","12","3","2","2","3","13","21",".474",NA,".750",".506","18.8","97","99","6.8","2.6","1.5","0.4","gibsota01",NA
"2375","0 Days","135","54","3470","507","1029","1","9","236","338","324","868","123","61","173","169","344","1251",".493",".111",".698",".531","17.7","106","103","25.7","9.3","6.4","0.9","gibsota01",NA
"2376","1 Day","284","113","7266","1121","2306","1","13","456","651","708","1843","288","152","343","365","706","2699",".486",".077",".700",".521","18.6","105","103","25.6","9.5","6.5","1.0","gibsota01",NA
"2377","2 Days","87","39","2082","322","632","0","4","145","215","193","528","90","49","110","110","255","789",".509",".000",".674",".543","18.1","107","102","23.9","9.1","6.1","1.0","gibsota01",NA
"2378","3+ Days","40","13","953","155","306","0","4","53","79","80","237","46","28","58","42","113","363",".507",".000",".671",".533","18.3","108","100","23.8","9.1","5.9","1.2","gibsota01",NA
"2379","Eastern","361","138","9030","1416","2796","1","14","573","835","863","2271","352","163","460","441","898","3406",".506",".071",".686",".538","18.3","107","102","25.0","9.4","6.3","1.0","gibsota01",NA
"2380","Western","193","83","4933","724","1541","1","16","331","470","461","1266","205","130","233","252","539","1780",".470",".063",".704",".509","18.3","104","104","25.6","9.2","6.6","1.1","gibsota01",NA
"2381","Atlantic","120","42","2946","475","926","0","5","179","268","288","743","123","57","147","150","302","1129",".513",".000",".668",".541","18.3","108","103","24.5","9.4","6.2","1.0","gibsota01",NA
"2382","Central","111","43","2802","439","861","0","4","191","274","258","700","101","50","156","134","275","1069",".510",".000",".697",".545","18.3","108","101","25.2","9.6","6.3","0.9","gibsota01",NA
"2383","Northwest","64","30","1657","249","512","0","4","94","137","161","436","66","40","75","75","186","592",".486",".000",".686",".517","17.5","106","105","25.9","9.3","6.8","1.0","gibsota01",NA
"2384","Pacific","65","27","1612","235","517","0","5","126","176","151","396","78","52","76","88","186","596",".455",".000",".716",".501","18.9","103","104","24.8","9.2","6.1","1.2","gibsota01",NA
"2385","Southeast","130","53","3282","502","1009","1","5","203","293","317","828","128","56","157","157","321","1208",".498",".200",".693",".531","18.1","106","103","25.2","9.3","6.4","1.0","gibsota01",NA
"2386","Southwest","64","26","1664","240","512","1","7","111","157","149","434","61","38","82","89","167","592",".469",".143",".707",".509","18.5","103","102","26.0","9.3","6.8","1.0","gibsota01",NA
"2387","Atlanta","28","15","784","125","242","0","2","28","42","80","205","35","15","41","39","74","278",".517",".000",".667",".534","17.3","107","103","28.0","9.9","7.3","1.3","gibsota01",NA
"2388","Boston","27","9","653","96","205","0","1","36","48","54","155","38","15","22","25","62","228",".468",".000",".750",".504","17.3","106","103","24.2","8.4","5.7","1.4","gibsota01",NA
"2389","CHA, CHO","25","9","649","88","190","0","0","49","73","61","156","16","12","33","31","69","225",".463",NA,".671",".506","18.2","101","101","26.0","9.0","6.2","0.6","gibsota01",NA
"2390","Cleveland","27","10","721","120","220","0","0","46","72","49","168","33","13","45","30","78","286",".545",NA,".639",".568","18.2","111","101","26.7","10.6","6.2","1.2","gibsota01",NA
"2391","Dallas","13","7","363","57","117","1","3","25","37","37","108","14","8","6","21","37","140",".487",".333",".676",".525","19.8","106","109","28.0","10.8","8.3","1.1","gibsota01",NA
"2392","Denver","12","6","316","51","103","0","0","15","26","35","89","14","7","17","13","34","117",".495",NA,".577",".511","17.5","107","106","26.4","9.8","7.4","1.2","gibsota01",NA
"2393","Detroit","28","10","717","128","231","0","2","54","75","62","166","13","12","30","34","59","310",".554",".000",".720",".587","19.4","113","102","25.6","11.1","5.9","0.5","gibsota01",NA
