"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"2169","3+ Days","36","26","1060","158","355","74","180","129","154","20","149","66","37","24","41","65","519",".445",".411",".838",".614","19.2","121","106","29.5","14.4","4.1","1.8","gallida01",NA
"2170","Eastern","201","160","6214","894","2102","379","990","819","958","149","893","364","162","87","277","403","2986",".425",".383",".855",".592","20.1","116","109","30.9","14.9","4.4","1.8","gallida01",NA
"2171","Western","239","210","7447","1108","2694","411","1155","1039","1205","187","1146","496","202","111","303","441","3666",".411",".356",".862",".569","20.8","116","111","31.2","15.3","4.8","2.1","gallida01",NA
"2172","Atlantic","68","56","2104","295","710","119","331","294","346","45","302","120","60","23","92","142","1003",".415",".360",".850",".582","20.1","116","109","30.9","14.8","4.4","1.8","gallida01",NA
"2173","Central","65","50","1982","289","667","119","304","244","279","49","275","121","53","28","89","119","941",".433",".391",".875",".596","19.7","116","108","30.5","14.5","4.2","1.9","gallida01",NA
"2174","Northwest","78","70","2385","326","852","128","378","331","385","56","331","142","55","35","88","164","1111",".383",".339",".860",".544","20.5","112","111","30.6","14.2","4.2","1.8","gallida01",NA
"2175","Pacific","87","75","2767","419","1005","157","434","407","472","68","460","193","88","37","119","143","1402",".417",".362",".862",".578","20.8","117","111","31.8","16.1","5.3","2.2","gallida01",NA
"2176","Southeast","68","54","2129","310","725","141","355","281","333","55","316","123","49","36","96","142","1042",".428",".397",".844",".598","20.4","117","111","31.3","15.3","4.6","1.8","gallida01",NA
"2177","Southwest","74","65","2295","363","837","126","343","301","348","63","355","161","59","39","96","134","1153",".434",".367",".865",".582","21.1","117","110","31.0","15.6","4.8","2.2","gallida01",NA
"2178","Atlanta","15","12","445","63","135","27","57","55","60","11","70","26","7","2","16","25","208",".467",".474",".917",".644","18.1","126","113","29.7","13.9","4.7","1.7","gallida01",NA
"2179","Boston","16","13","465","69","170","19","64","59","74","12","70","27","14","7","25","33","216",".406",".297",".797",".533","21.5","105","108","29.1","13.5","4.4","1.7","gallida01",NA
"2180","CHA, CHO","11","8","304","45","114","23","64","36","45","6","42","16","13","11","16","24","149",".395",".359",".800",".557","23.1","105","103","27.6","13.5","3.8","1.5","gallida01",NA
"2181","Chicago","13","10","417","62","146","23","61","61","73","7","60","27","13","8","13","25","208",".425",".377",".836",".584","20.2","119","109","32.0","16.0","4.6","2.1","gallida01",NA
"2182","Cleveland","11","6","286","38","93","20","49","22","23","7","39","18","7","4","17","19","118",".409",".408",".957",".572","18.6","104","111","26.0","10.7","3.5","1.6","gallida01",NA
"2183","Dallas","13","13","393","66","149","23","60","58","65","15","78","31","12","6","19","19","213",".443",".383",".892",".600","21.8","121","112","30.2","16.4","6.0","2.4","gallida01",NA
"2184","Denver","4","4","127","19","59","9","33","22","25","6","22","7","1","2","4","12","69",".322",".273",".880",".493","25.0","111","124","31.8","17.3","5.5","1.8","gallida01",NA
"2185","Detroit","15","13","511","73","172","34","86","66","74","15","64","34","11","6","20","23","246",".424",".395",".892",".601","20.0","121","109","34.1","16.4","4.3","2.3","gallida01",NA
"2186","Golden State","18","18","603","109","245","31","89","108","125","22","102","46","15","3","24","40","357",".445",".348",".864",".595","22.4","125","115","33.5","19.8","5.7","2.6","gallida01",NA
"2187","Houston","18","16","582","87","191","30","79","73","90","18","79","37","13","13","29","38","277",".455",".380",".811",".601","19.3","116","108","32.3","15.4","4.4","2.1","gallida01",NA
"2188","Indiana","14","10","386","68","133","20","49","48","53","8","52","27","9","2","17","23","204",".511",".408",".906",".653","19.7","125","107","27.6","14.6","3.7","1.9","gallida01",NA
"2189","LA Clippers","18","15","567","77","199","33","89","90","100","14","109","37","20","4","32","32","277",".387",".371",".900",".570","22.0","111","109","31.5","15.4","6.1","2.1","gallida01",NA
"2190","LA Lakers","18","15","592","84","214","34","103","66","85","14","84","39","24","10","23","27","268",".393",".330",".776",".533","20.1","109","110","32.9","14.9","4.7","2.2","gallida01",NA
"2191","Memphis","13","11","376","50","135","18","58","58","61","14","61","20","6","5","16","23","176",".370",".310",".951",".544","21.6","113","109","28.9","13.5","4.7","1.5","gallida01",NA
"2192","Miami","14","10","444","64","178","29","91","64","78","8","56","23","4","3","20","31","221",".360",".319",".821",".520","23.3","106","116","31.7","15.8","4.0","1.6","gallida01",NA
"2193","Milwaukee","12","11","382","48","123","22","59","47","56","12","60","15","13","8","22","29","165",".390",".373",".839",".559","19.7","104","104","31.9","13.8","5.0","1.3","gallida01",NA
"2194","Minnesota","20","19","630","95","215","42","96","79","90","13","89","43","9","4","21","45","311",".442",".438",".878",".611","19.4","123","110","31.5","15.6","4.5","2.2","gallida01",NA
"2195","NJN, BRK","12","10","356","57","119","25","50","34","40","6","45","24","12","2","17","22","173",".479",".500",".850",".633","19.3","120","111","29.7","14.4","3.8","2.0","gallida01",NA
"2196","NOH, NOP","16","12","509","87","195","38","94","51","59","5","64","54","14","11","16","29","263",".446",".404",".864",".595","21.6","122","108","31.8","16.4","4.0","3.4","gallida01",NA
"2197","New York","7","6","211","32","77","11","40","45","52","4","32","11","6","0","3","18","120",".416",".275",".865",".601","21.4","132","107","30.1","17.1","4.6","1.6","gallida01",NA
"2198","Oklahoma City","19","17","569","73","202","34","99","62","76","11","83","25","21","8","18","47","242",".361",".343",".816",".514","19.0","108","111","29.9","12.7","4.4","1.3","gallida01",NA
"2199","Orlando","13","11","447","68","143","32","72","74","86","18","83","30","14","10","21","29","242",".476",".444",".860",".669","20.1","130","110","34.4","18.6","6.4","2.3","gallida01",NA
"2200","Philadelphia","17","13","532","69","168","32","88","83","97","14","72","30","16","9","25","39","253",".411",".364",".856",".600","19.8","118","110","31.3","14.9","4.2","1.8","gallida01",NA
"2201","Phoenix","15","12","464","73","182","28","79","58","66","14","87","27","11","15","14","21","232",".401",".354",".879",".550","20.8","117","114","30.9","15.5","5.8","1.8","gallida01",NA
"2202","Portland","17","13","517","72","182","20","72","87","100","17","73","29","12","8","22","23","251",".396",".278",".870",".555","21.0","112","114","30.4","14.8","4.3","1.7","gallida01",NA
"2203","Sacramento","18","15","541","76","165","31","74","85","96","4","78","44","18","5","26","23","268",".461",".419",".885",".647","18.5","124","108","30.1","14.9","4.3","2.4","gallida01",NA
"2204","San Antonio","14","13","435","73","167","17","52","61","73","11","73","19","14","4","16","25","224",".437",".327",".836",".562","22.1","113","116","31.0","16.0","5.2","1.4","gallida01",NA
"2205","Toronto","16","14","540","68","176","32","89","73","83","9","83","28","12","5","22","30","241",".386",".360",".880",".567","19.2","114","108","33.7","15.1","5.2","1.8","gallida01",NA
"2206","Utah","18","17","542","67","194","23","78","81","94","9","64","38","12","13","23","37","238",".345",".295",".862",".506","21.8","105","107","30.1","13.2","3.6","2.1","gallida01",NA
"2207","Washington","15","13","489","70","155","30","71","52","64","12","65","28","11","10","23","33","222",".452",".423",".813",".606","18.5","118","109","32.6","14.8","4.3","1.9","gallida01",NA
"2208","Total","753","715","26815","5245","11598","792","2296","2578","3240","1117","4452","1709","1008","616","1816","1886","13860",".452",".345",".796",".532","24.9","104","108","35.6","18.4","5.9","2.3","gayru01",NA
"2209","Home","378","356","13389","2618","5725","415","1152","1279","1596","534","2219","863","505","315","924","928","6930",".457",".360",".801",".539","24.7","105","107","35.4","18.3","5.9","2.3","gayru01",NA
"2210","Road","375","359","13426","2627","5873","377","1144","1299","1644","583","2233","846","503","301","892","958","6930",".447",".330",".790",".525","25.1","103","109","35.8","18.5","6.0","2.3","gayru01",NA
"2211","Pre","511","474","18065","3533","7817","527","1504","1688","2137","735","3014","1161","707","407","1198","1306","9281",".452",".350",".790",".530","24.9","104","107","35.4","18.2","5.9","2.3","gayru01",NA
"2212","Post","242","241","8750","1712","3781","265","792","890","1103","382","1438","548","301","209","618","580","4579",".453",".335",".807",".537","25.0","104","110","36.2","18.9","5.9","2.3","gayru01",NA
"2213","Win","311","301","11303","2355","4918","360","970","1216","1488","444","1886","819","476","292","708","721","6286",".479",".371",".817",".564","25.1","112","101","36.3","20.2","6.1","2.6","gayru01",NA
"2214","Loss","442","414","15512","2890","6680","432","1326","1362","1752","673","2566","890","532","324","1108","1165","7574",".433",".326",".777",".508","24.8","98","113","35.1","17.1","5.8","2.0","gayru01",NA
"2215","October","19","19","676","159","329","17","52","72","91","29","124","42","29","13","37","55","407",".483",".327",".791",".551","26.2","111","103","35.6","21.4","6.5","2.2","gayru01",NA
"2216","November","141","135","4967","964","2199","157","439","496","624","205","860","312","177","119","338","377","2581",".438",".358",".795",".522","25.5","103","108","35.2","18.3","6.1","2.2","gayru01",NA
"2217","December","136","118","4738","913","2054","130","393","448","568","178","767","308","209","113","320","327","2404",".444",".331",".789",".522","25.0","102","107","34.8","17.7","5.6","2.3","gayru01",NA
"2218","January","151","141","5377","1031","2230","160","434","468","598","222","863","348","192","114","360","370","2690",".462",".369",".783",".539","24.0","105","108","35.6","17.8","5.7","2.3","gayru01",NA
"2219","February","108","105","3982","796","1760","120","346","371","464","167","667","251","168","88","249","286","2083",".452",".347",".800",".530","25.0","104","108","36.9","19.3","6.2","2.3","gayru01",NA
"2220","March","133","133","4764","912","2027","128","426","479","583","216","776","294","147","114","354","331","2431",".450",".300",".822",".532","24.6","103","110","35.8","18.3","5.8","2.2","gayru01",NA
"2221","April","65","64","2309","470","999","80","206","244","312","100","395","154","86","55","158","140","1264",".470",".388",".782",".556","25.5","108","109","35.5","19.4","6.1","2.4","gayru01",NA
"2222","Sunday","75","73","2687","568","1217","75","240","247","319","109","445","199","116","64","181","182","1458",".467",".313",".774",".537","25.7","105","105","35.8","19.4","5.9","2.7","gayru01",NA
"2223","Monday","99","91","3554","662","1518","99","272","325","409","154","589","188","133","83","249","252","1748",".436",".364",".795",".515","24.5","101","107","35.9","17.7","5.9","1.9","gayru01",NA
"2224","Tuesday","99","96","3518","696","1481","117","305","320","402","140","571","257","134","82","253","264","1829",".470",".384",".796",".552","24.3","106","110","35.5","18.5","5.8","2.6","gayru01",NA
"2225","Wednesday","165","157","5925","1176","2559","176","510","590","745","248","992","400","207","131","380","401","3118",".460",".345",".792",".540","25.0","106","108","35.9","18.9","6.0","2.4","gayru01",NA
"2226","Thursday","27","27","960","173","376","25","75","104","129","35","183","69","47","22","71","73","475",".460",".333",".806",".549","23.5","104","105","35.6","17.6","6.8","2.6","gayru01",NA
"2227","Friday","162","156","5731","1134","2538","170","507","595","731","221","908","327","207","148","387","401","3033",".447",".335",".814",".530","25.6","104","108","35.4","18.7","5.6","2.0","gayru01",NA
"2228","Saturday","126","115","4439","836","1909","130","387","397","505","210","764","269","164","86","295","313","2199",".438",".336",".786",".516","24.5","102","109","35.2","17.5","6.1","2.1","gayru01",NA
"2229","Starter","715","715","25997","5116","11290","775","2252","2503","3135","1092","4333","1672","976","587","1762","1804","13510",".453",".344",".798",".533","25.0","104","108","36.4","18.9","6.1","2.3","gayru01",NA
"2230","Reserve","38","0","818","129","308","17","44","75","105","25","119","37","32","29","54","82","350",".419",".386",".714",".494","23.1","94","108","21.5","9.2","3.1","1.0","gayru01",NA
"2231","40+","209","209","8932","1763","3810","274","782","838","1040","367","1434","504","335","224","552","525","4638",".463",".350",".806",".543","24.4","107","109","42.7","22.2","6.9","2.4","gayru01",NA
"2232","30-39","424","419","15113","3016","6627","448","1289","1522","1904","644","2570","1018","565","325","1066","1078","8002",".455",".348",".799",".536","25.3","104","108","35.6","18.9","6.1","2.4","gayru01",NA
"2233","20-29","91","73","2368","414","1014","63","197","191","254","96","388","167","95","56","175","237","1082",".408",".320",".752",".481","24.5","93","107","26.0","11.9","4.3","1.8","gayru01",NA
"2234","10-19","24","12","366","47","136","7","27","26","40","10","56","19","13","10","21","41","127",".346",".259",".650",".413","21.9","82","112","15.3","5.3","2.3","0.8","gayru01",NA
"2235","0-9","5","2","35","5","11","0","1","1","2","0","4","1","0","1","2","5","11",".455",".000",".500",".463","17.7","78","123","7.1","2.2","0.8","0.2","gayru01",NA
"2236","0 Days","173","164","6177","1157","2657","184","516","589","742","304","1062","378","235","122","407","453","3087",".435",".357",".794",".517","24.8","102","109","35.7","17.8","6.1","2.2","gayru01",NA
"2237","1 Day","385","367","13732","2762","5989","390","1164","1367","1722","543","2199","871","521","324","903","965","7281",".461",".335",".794",".540","25.1","106","108","35.7","18.9","5.7","2.3","gayru01",NA
"2238","2 Days","116","110","4047","758","1694","139","376","342","431","145","643","270","137","93","297","287","1997",".447",".370",".794",".530","24.3","101","109","34.9","17.2","5.5","2.3","gayru01",NA
"2239","3+ Days","68","64","2481","482","1069","72","215","250","307","109","472","172","104","65","184","150","1286",".451",".335",".814",".534","25.0","104","107","36.5","18.9","6.9","2.5","gayru01",NA
"2240","Eastern","301","285","10735","2099","4638","315","925","1051","1300","444","1825","700","404","243","732","738","5564",".453",".341",".808",".534","25.2","104","107","35.7","18.5","6.1","2.3","gayru01",NA
"2241","Western","452","430","16080","3146","6960","477","1371","1527","1940","673","2627","1009","604","373","1084","1148","8296",".452",".348",".787",".531","24.7","104","109","35.6","18.4","5.8","2.2","gayru01",NA
"2242","Atlantic","99","93","3520","684","1526","113","334","373","449","147","629","250","126","93","218","231","1854",".448",".338",".831",".538","24.9","107","108","35.6","18.7","6.4","2.5","gayru01",NA
"2243","Central","104","99","3748","726","1598","115","302","356","433","148","604","248","147","77","235","263","1923",".454",".381",".822",".538","24.7","106","106","36.0","18.5","5.8","2.4","gayru01",NA
"2244","Northwest","147","141","5224","1039","2321","165","469","516","655","248","876","320","205","125","358","391","2759",".448",".352",".788",".529","25.2","104","109","35.5","18.8","6.0","2.2","gayru01",NA
"2245","Pacific","156","149","5642","1121","2425","186","506","556","707","213","923","336","193","155","373","393","2984",".462",".368",".786",".545","24.2","106","109","36.2","19.1","5.9","2.2","gayru01",NA
"2246","Southeast","98","93","3467","689","1514","87","289","322","418","149","592","202","131","73","279","244","1787",".455",".301",".770",".526","26.0","100","107","35.4","18.2","6.0","2.1","gayru01",NA
"2247","Southwest","149","140","5215","986","2214","126","396","455","578","212","828","353","206","93","353","364","2553",".445",".318",".787",".517","24.8","101","109","35.0","17.1","5.6","2.4","gayru01",NA
"2248","Atlanta","19","18","653","140","300","14","51","59","71","28","101","44","27","13","48","48","353",".467",".275",".831",".533","26.7","103","113","34.4","18.6","5.3","2.3","gayru01",NA
"2249","Boston","20","19","698","137","327","25","79","74","81","20","131","48","25","12","44","52","373",".419",".316",".914",".514","26.4","102","109","34.9","18.7","6.6","2.4","gayru01",NA
"2250","CHA, CHO","21","20","733","145","300","18","56","75","95","27","125","40","19","21","62","56","383",".483",".321",".789",".560","25.0","102","105","34.9","18.2","6.0","1.9","gayru01",NA
"2251","Chicago","22","21","783","137","319","24","56","69","90","33","124","44","30","18","61","63","367",".429",".429",".767",".512","24.5","97","104","35.6","16.7","5.6","2.0","gayru01",NA
"2252","Cleveland","20","20","729","138","302","25","68","63","81","30","125","51","34","22","38","52","364",".457",".368",".778",".539","23.5","108","110","36.4","18.2","6.3","2.6","gayru01",NA
"2253","Dallas","35","34","1230","238","511","26","95","125","158","53","218","77","48","16","79","77","627",".466",".274",".791",".540","24.8","105","106","35.1","17.9","6.2","2.2","gayru01",NA
"2254","Denver","31","30","1080","222","492","33","101","114","155","41","166","75","48","33","75","78","591",".451",".327",".735",".527","25.3","104","109","34.9","19.1","5.4","2.4","gayru01",NA
"2255","Detroit","21","20","765","145","321","26","59","68","81","30","123","48","15","16","47","45","384",".452",".441",".840",".538","24.8","106","108","36.4","18.3","5.9","2.3","gayru01",NA
"2256","Golden State","36","36","1302","264","589","45","125","131","173","68","233","78","39","38","92","96","704",".448",".360",".757",".529","24.8","103","112","36.2","19.6","6.5","2.2","gayru01",NA
"2257","Houston","36","32","1207","237","541","25","83","92","114","53","188","80","60","26","86","112","591",".438",".301",".807",".500","25.0","98","108","33.5","16.4","5.2","2.2","gayru01",NA
"2258","Indiana","20","19","717","157","339","19","51","76","85","29","88","45","35","13","35","52","409",".463",".373",".894",".543","26.0","110","105","35.8","20.5","4.4","2.3","gayru01",NA
"2259","LA Clippers","31","28","1103","226","480","38","101","128","161","37","170","57","37","14","82","85","618",".471",".376",".795",".561","25.5","106","111","35.6","19.9","5.5","1.8","gayru01",NA
"2260","LA Lakers","33","32","1198","237","514","42","109","92","118","28","191","91","46","45","75","83","608",".461",".385",".780",".537","23.7","104","107","36.3","18.4","5.8","2.8","gayru01",NA
"2261","Memphis","10","10","359","80","165","14","32","41","46","16","53","34","13","5","28","20","215",".485",".438",".891",".580","27.4","113","108","35.9","21.5","5.3","3.4","gayru01",NA
"2262","Miami","21","19","754","163","360","21","75","68","93","32","146","51","32","13","57","48","415",".453",".280",".731",".518","27.8","102","105","35.9","19.8","7.0","2.4","gayru01",NA
"2263","Milwaukee","21","19","755","149","317","21","68","80","96","26","144","60","33","8","54","51","399",".470",".309",".833",".555","24.7","107","105","35.9","19.0","6.9","2.9","gayru01",NA
"2264","Minnesota","31","31","1104","236","518","40","106","106","127","52","186","89","50","27","86","65","618",".456",".377",".835",".538","26.7","104","104","35.6","19.9","6.0","2.9","gayru01",NA
"2265","NJN, BRK","19","18","661","125","285","17","50","61","73","35","122","56","23","15","36","42","328",".439",".340",".836",".517","24.3","108","108","34.8","17.3","6.4","2.9","gayru01",NA
"2266","NOK, NOH, NOP","33","32","1195","228","489","43","106","119","148","49","167","79","41","25","79","71","618",".466",".406",".804",".558","24.4","109","112","36.2","18.7","5.1","2.4","gayru01",NA
"2267","New York","21","19","747","149","336","26","84","78","94","29","117","44","29","21","41","50","402",".443",".310",".830",".533","25.5","106","108","35.6","19.1","5.6","2.1","gayru01",NA
"2268","SEA, OKC","30","29","1120","222","523","33","103","108","141","64","201","68","42","21","67","95","585",".424",".320",".766",".500","25.4","103","109","37.3","19.5","6.7","2.3","gayru01",NA
"2269","Orlando","16","16","600","117","256","16","46","56","77","27","94","29","18","13","49","34","306",".457",".348",".727",".528","26.2","99","109","37.5","19.1","5.9","1.8","gayru01",NA
"2270","Philadelphia","19","18","664","126","271","20","60","86","111","35","118","51","21","26","51","38","358",".465",".333",".775",".560","24.3","110","108","35.0","18.8","6.2","2.7","gayru01",NA
"2271","Phoenix","36","34","1312","253","548","38","109","123","146","44","200","68","45","41","77","83","667",".462",".349",".842",".545","23.2","107","109","36.4","18.5","5.6","1.9","gayru01",NA
"2272","Portland","28","26","1031","206","435","33","79","88","112","45","177","52","30","25","61","85","533",".474",".418",".786",".550","24.2","108","110","36.8","19.0","6.3","1.9","gayru01",NA
"2273","Sacramento","20","19","728","141","294","23","62","82","109","36","129","42","26","17","47","46","387",".480",".371",".752",".566","23.6","112","106","36.4","19.4","6.5","2.1","gayru01",NA
"2274","San Antonio","35","32","1224","203","508","18","80","78","112","41","202","83","44","21","81","84","502",".400",".225",".696",".450","24.2","89","108","35.0","14.3","5.8","2.4","gayru01",NA
"2275","Toronto","20","19","750","147","307","25","61","74","90","28","141","51","28","19","46","49","393",".479",".410",".822",".567","23.9","110","106","37.5","19.7","7.1","2.6","gayru01",NA
"2276","Utah","27","25","888","153","353","26","80","100","120","46","146","36","35","19","69","68","432",".433",".325",".833",".532","24.2","102","112","32.9","16.0","5.4","1.3","gayru01",NA
"2277","Washington","21","20","727","124","298","18","61","64","82","35","126","38","35","13","63","58","330",".416",".295",".780",".494","24.4","92","103","34.6","15.7","6.0","1.8","gayru01",NA
"2278","Total","413","365","13431","2471","5766","796","2169","1495","1763","359","2564","1299","689","178","1034","1090","7233",".429",".367",".848",".553","25.5","105","101","32.5","17.5","6.2","3.1","georgpa01",NA
"2279","Home","206","182","6677","1244","2894","394","1075","775","909","182","1320","649","332","96","498","537","3657",".430",".367",".853",".555","25.6","107","99","32.4","17.8","6.4","3.2","georgpa01",NA
"2280","Road","207","183","6754","1227","2872","402","1094","720","854","177","1244","650","357","82","536","553","3576",".427",".367",".843",".551","25.4","104","103","32.6","17.3","6.0","3.1","georgpa01",NA
"2281","Pre","263","230","8783","1670","3862","560","1475","988","1158","221","1644","834","428","110","688","708","4888",".432",".380",".853",".559","26.0","106","100","33.4","18.6","6.3","3.2","georgpa01",NA
"2282","Post","150","135","4648","801","1904","236","694","507","605","138","920","465","261","68","346","382","2345",".421",".340",".838",".540","24.7","104","102","31.0","15.6","6.1","3.1","georgpa01",NA
"2283","Win","244","220","7824","1532","3370","499","1262","919","1075","187","1530","806","404","98","583","615","4482",".455",".395",".855",".583","25.6","111","96","32.1","18.4","6.3","3.3","georgpa01",NA
"2284","Loss","169","145","5607","939","2396","297","907","576","688","172","1034","493","285","80","451","475","2751",".392",".327",".837",".510","25.4","97","108","33.2","16.3","6.1","2.9","georgpa01",NA
"2285","October","12","9","383","69","158","23","59","47","56","12","78","46","13","7","32","28","208",".437",".390",".839",".569","25.0","107","104","31.9","17.3","6.5","3.8","georgpa01",NA
"2286","November","56","51","1884","394","890","135","336","199","235","52","356","186","92","20","158","133","1122",".443",".402",".847",".565","27.4","106","97","33.6","20.0","6.4","3.3","georgpa01",NA
"2287","December","66","64","2353","457","1055","161","421","289","332","49","427","230","119","24","192","192","1364",".433",".382",".870",".568","26.8","106","101","35.7","20.7","6.5","3.5","georgpa01",NA
"2288","January","87","73","2805","538","1222","163","443","318","371","74","527","239","142","37","210","241","1557",".440",".368",".857",".562","25.6","107","102","32.2","17.9","6.1","2.7","georgpa01",NA
"2289","February","64","51","2071","365","879","124","352","215","256","51","407","224","102","34","154","173","1069",".415",".352",".840",".539","24.7","105","99","32.4","16.7","6.4","3.5","georgpa01",NA
"2290","March","84","79","2676","461","1095","127","381","289","342","77","513","247","162","41","203","219","1338",".421",".333",".845",".537","24.9","103","102","31.9","15.9","6.1","2.9","georgpa01",NA
"2291","April","44","38","1260","187","467","63","177","138","171","44","256","127","59","15","85","104","575",".400",".356",".807",".530","22.9","105","106","28.6","13.1","5.8","2.9","georgpa01",NA
"2292","Sunday","43","37","1331","246","569","90","228","139","158","45","256","128","72","12","87","128","721",".432",".395",".880",".565","24.9","110","104","31.0","16.8","6.0","3.0","georgpa01",NA
"2293","Monday","53","51","1830","321","778","108","290","213","243","43","321","189","87","24","154","138","963",".413",".372",".877",".544","25.8","103","100","34.5","18.2","6.1","3.6","georgpa01",NA
"2294","Tuesday","55","46","1729","336","753","98","275","201","239","59","350","158","108","28","134","123","971",".446",".356",".841",".566","25.7","108","97","31.4","17.7","6.4","2.9","georgpa01",NA
"2295","Wednesday","88","75","2807","523","1244","170","483","288","344","60","566","260","135","39","222","236","1504",".420",".352",".837",".539","26.0","102","100","31.9","17.1","6.4","3.0","georgpa01",NA
"2296","Thursday","24","23","809","152","363","39","130","87","104","22","139","94","52","11","69","70","430",".419",".300",".837",".526","26.4","102","104","33.7","17.9","5.8","3.9","georgpa01",NA
"2297","Friday","81","70","2636","464","1103","152","406","289","341","72","493","247","124","40","194","209","1369",".421",".374",".848",".546","25.0","105","101","32.5","16.9","6.1","3.0","georgpa01",NA
"2298","Saturday","69","63","2288","429","956","139","357","278","334","58","439","223","111","24","174","186","1275",".449",".389",".832",".578","25.3","109","102","33.2","18.5","6.4","3.2","georgpa01",NA
"2299","Starter","365","365","12521","2328","5446","759","2047","1427","1675","331","2390","1250","643","161","978","1000","6842",".427",".371",".852",".553","25.9","105","101","34.3","18.7","6.5","3.4","georgpa01",NA
"2300","Reserve","48","0","910","143","320","37","122","68","88","28","174","49","46","17","56","90","391",".447",".303",".773",".545","20.1","102","104","19.0","8.1","3.6","1.0","georgpa01",NA
"2301","40+","62","62","2633","481","1129","164","443","277","329","71","486","271","153","37","188","178","1403",".426",".370",".842",".551","25.6","107","101","42.5","22.6","7.8","4.4","georgpa01",NA
"2302","30-39","223","221","7909","1521","3574","502","1353","969","1126","214","1546","789","383","92","644","591","4513",".426",".371",".861",".554","26.9","105","101","35.5","20.2","6.9","3.5","georgpa01",NA
"2303","20-29","94","71","2404","382","874","104","301","228","280","57","440","213","127","40","173","244","1096",".437",".346",".814",".550","21.7","104","100","25.6","11.7","4.7","2.3","georgpa01",NA
"2304","10-19","28","11","443","81","174","24","64","21","28","14","83","26","24","7","28","68","207",".466",".375",".750",".555","22.1","103","101","15.8","7.4","3.0","0.9","georgpa01",NA
"2305","0-9","6","0","42","6","15","2","8","0","0","3","9","0","2","2","1","9","14",".400",".250",NA,".467","16.9","87","98","7.0","2.3","1.5","0.0","georgpa01",NA
"2306","0 Days","103","91","3298","567","1330","175","503","386","457","79","637","304","152","44","263","275","1695",".426",".348",".845",".554","24.7","104","103","32.0","16.5","6.2","3.0","georgpa01",NA
"2307","1 Day","217","197","7161","1350","3127","435","1169","800","937","195","1360","678","375","93","552","586","3935",".432",".372",".854",".556","25.9","106","101","33.0","18.1","6.3","3.1","georgpa01",NA
"2308","2 Days","58","51","1944","377","883","127","326","208","247","62","388","199","98","27","148","144","1089",".427",".390",".842",".549","26.3","107","99","33.5","18.8","6.7","3.4","georgpa01",NA
"2309","3+ Days","28","21","811","142","339","47","144","74","91","15","126","88","55","8","49","68","405",".419",".326",".813",".534","24.1","105","98","29.0","14.5","4.5","3.1","georgpa01",NA
"2310","Eastern","266","237","8579","1561","3658","488","1342","914","1076","234","1652","846","436","103","681","710","4524",".427",".364",".849",".548","25.5","104","99","32.3","17.0","6.2","3.2","georgpa01",NA
"2311","Western","147","128","4852","910","2108","308","827","581","687","125","912","453","253","75","353","380","2709",".432",".372",".846",".562","25.6","108","103","33.0","18.4","6.2","3.1","georgpa01",NA
"2312","Atlantic","94","85","3042","557","1295","175","469","339","402","90","576","288","163","44","232","261","1628",".430",".373",".843",".553","25.3","105","99","32.4","17.3","6.1","3.1","georgpa01",NA
"2313","Central","80","71","2566","455","1071","137","397","285","338","59","521","261","119","28","220","207","1332",".425",".345",".843",".546","25.6","102","99","32.1","16.7","6.5","3.3","georgpa01",NA
"2314","Northwest","49","41","1593","312","702","113","273","177","214","40","285","147","79","17","112","137","914",".444",".414",".827",".574","25.5","110","106","32.5","18.7","5.8","3.0","georgpa01",NA
"2315","Pacific","49","44","1625","310","728","91","285","230","277","48","325","149","89","32","119","131","941",".426",".319",".830",".554","26.2","109","102","33.2","19.2","6.6","3.0","georgpa01",NA
"2316","Southeast","92","81","2971","549","1292","176","476","290","336","85","555","297","154","31","229","242","1564",".425",".370",".863",".543","25.5","103","100","32.3","17.0","6.0","3.2","georgpa01",NA
"2317","Southwest","49","43","1634","288","678","104","269","174","196","37","302","157","85","26","122","112","854",".425",".387",".888",".559","25.1","106","102","33.3","17.4","6.2","3.2","georgpa01",NA
"2318","Atlanta","18","17","589","96","256","33","102","52","63","16","102","57","37","5","42","48","277",".375",".324",".825",".488","25.2","96","103","32.7","15.4","5.7","3.2","georgpa01",NA
"2319","Boston","17","17","542","103","248","28","81","62","72","16","111","47","31","4","48","48","296",".415",".346",".861",".529","26.8","100","96","31.9","17.4","6.5","2.8","georgpa01",NA
"2320","CHA, CHO","17","15","502","90","216","24","78","41","50","20","98","66","23","8","41","57","245",".417",".308",".820",".515","24.6","101","100","29.5","14.4","5.8","3.9","georgpa01",NA
"2321","Chicago","22","20","774","140","341","36","108","76","86","19","138","66","35","8","56","57","392",".411",".333",".884",".517","25.9","99","102","35.2","17.8","6.3","3.0","georgpa01",NA
