"","per_game.Season","per_game.Age","per_game.Tm","per_game.Lg","per_game.Pos","per_game.G","per_game.GS","per_game.MP","per_game.FG","per_game.FGA","per_game.FG.","per_game.3P","per_game.3PA","per_game.3P.","per_game.2P","per_game.2PA","per_game.2P.","per_game.eFG.","per_game.FT","per_game.FTA","per_game.FT.","per_game.ORB","per_game.DRB","per_game.TRB","per_game.AST","per_game.STL","per_game.BLK","per_game.TOV","per_game.PF","per_game.PTS","player_id"
"343","2010-11","23","TOR","NBA","PF","72","54","25.7","3.9","6.9",".568","0.0","0.0",".000","3.9","6.9",".569",".568","1.8","2.2",".788","2.6","3.8","6.4","1.1","0.7","1.2","1.0","3.7","9.6","johnsam01"
"344","2011-12","24","TOR","NBA","PF","64","43","24.3","3.1","5.3",".576","0.0","0.1",".400","3.0","5.2",".579",".579","0.9","1.3",".690","2.3","4.0","6.4","1.2","0.5","1.1","1.5","3.3","7.1","johnsam01"
"345","2012-13","25","TOR","NBA","PF","81","38","28.7","4.1","7.5",".554","0.1","0.2",".385","4.1","7.3",".558",".559","1.7","2.3",".727","2.8","4.7","7.5","1.5","1.0","1.4","1.4","3.7","10.0","johnsam01"
"346","2013-14","26","TOR","NBA","PF","77","72","28.8","4.5","7.9",".562","0.3","0.9",".303","4.2","7.1",".593",".578","1.2","1.9",".636","2.2","4.3","6.6","1.5","0.7","1.1","1.6","3.5","10.4","johnsam01"
"347","2014-15","27","TOR","NBA","PF","75","72","26.4","4.0","6.9",".574","0.3","0.6",".413","3.7","6.3",".590",".592","1.1","1.7",".612","2.1","4.0","6.1","1.6","0.6","0.8","1.5","3.0","9.3","johnsam01"
"348","2015-16","28","BOS","NBA","PF","79","76","22.8","3.2","5.4",".585","0.1","0.5",".233","3.0","4.8",".624",".596","0.9","1.5",".570","2.3","4.1","6.4","1.7","0.7","1.1","1.2","2.7","7.3","johnsam01"
"349","2016-17","29","BOS","NBA","PF","47","44","20.0","2.6","4.7",".548","0.3","0.8",".361","2.3","3.9",".585",".578","0.9","1.3",".683","1.6","3.0","4.6","1.8","0.6","0.7","0.9","2.7","6.3","johnsam01"
"350","2012-13","21","HOU","NBA","PF","19","0","14.5","2.3","4.9",".457","0.3","1.0",".263","2.0","3.9",".507",".484","0.7","0.9",".765","1.5","1.9","3.4","0.8","0.6","1.0","0.7","1.1","5.5","joneste01"
"351","2013-14","22","HOU","NBA","PF","76","71","27.3","5.1","9.4",".542","0.4","1.3",".307","4.7","8.0",".581",".564","1.6","2.6",".605","2.1","4.8","6.9","1.1","0.7","1.3","0.9","1.8","12.1","joneste01"
"352","2014-15","23","HOU","NBA","PF","33","24","26.9","4.8","9.1",".528","0.4","1.1",".351","4.4","7.9",".553",".550","1.7","2.8",".606","2.4","4.3","6.7","1.1","0.5","1.8","1.1","2.4","11.7","joneste01"
"353","2015-16","24","HOU","NBA","PF","50","11","20.9","3.3","7.3",".452","0.5","1.6",".316","2.8","5.8",".490",".486","1.5","2.3",".664","1.2","3.0","4.2","0.8","0.5","0.8","1.0","1.7","8.7","joneste01"
"354","2016-17","25","NOP","NBA","PF","47","8","24.4","4.5","9.5",".472","0.4","1.5",".257","4.1","8.0",".512",".492","2.0","3.3",".606","1.3","4.6","5.9","1.2","0.8","1.1","0.9","1.3","11.3","joneste01"
"355","2013-14","22","LAL","NBA","PF","59","25","22.2","2.7","6.3",".423","0.8","2.4",".338","1.8","3.9",".476",".488","1.9","2.3",".815","0.7","3.0","3.7","1.6","0.5","0.8","0.8","2.5","8.0","kellyry01"
"356","2014-15","23","LAL","NBA","PF","52","34","23.7","2.0","5.9",".337","0.9","2.6",".336","1.1","3.4",".337",".409","1.5","1.8",".832","0.3","2.6","2.8","1.8","0.6","0.5","0.7","2.3","6.4","kellyry01"
"357","2015-16","24","LAL","NBA","PF","36","0","13.1","1.5","4.1",".369","0.1","1.0",".135","1.4","3.1",".446",".386","1.0","1.5",".685","0.6","2.8","3.4","0.6","0.4","0.3","0.5","1.1","4.2","kellyry01"
"358","2016-17","25","ATL","NBA","PF","9","0","5.2","0.3","1.1",".300","0.2","0.6",".400","0.1","0.6",".200",".400","0.2","0.2","1.000","0.0","1.1","1.1","0.6","0.4","0.2","0.2","0.3","1.1","kellyry01"
"359","2012-13","19","CHA","NBA","SF","78","77","26.0","3.6","7.9",".458","0.0","0.1",".222","3.6","7.7",".462",".460","1.8","2.4",".749","1.7","4.2","5.8","1.5","0.7","0.9","1.3","2.1","9.0","kiddgmi01"
"360","2013-14","20","CHA","NBA","SF","62","62","24.2","2.7","5.7",".473","0.0","0.1",".111","2.7","5.5",".483",".475","1.8","3.0",".614","1.8","3.5","5.2","0.8","0.7","0.6","1.0","2.3","7.2","kiddgmi01"
"361","2014-15","21","CHO","NBA","SF","55","52","28.9","4.1","8.8",".465","0.0","0.0","","4.1","8.8",".465",".465","2.7","3.9",".701","2.0","5.6","7.6","1.4","0.5","0.7","1.1","2.1","10.9","kiddgmi01"
"362","2015-16","22","CHO","NBA","SF","7","7","29.3","4.7","8.7",".541","0.4","1.0",".429","4.3","7.7",".556",".566","2.9","4.1",".690","1.7","4.7","6.4","1.3","0.4","0.4","1.1","1.3","12.7","kiddgmi01"
"363","2016-17","23","CHO","NBA","SF","48","48","29.6","3.5","7.8",".455","0.0","0.2",".125","3.5","7.6",".462",".456","2.1","2.7",".762","2.0","5.3","7.4","1.3","0.8","1.0","0.8","2.3","9.2","kiddgmi01"
"364","2016-17","27","NYK","NBA","SF","43","3","14.2","2.2","5.1",".432","0.8","2.5",".333","1.4","2.6",".527",".514","0.7","0.9",".795","0.6","1.2","1.8","1.0","0.5","0.2","0.7","1.2","6.0","kuzmimi01"
"365","2016-17","20","SAC","NBA","PF","6","0","7.0","1.0","1.8",".545","0.0","0.0","","1.0","1.8",".545",".545","1.0","1.5",".667","1.2","0.8","2.0","0.0","0.3","0.0","0.3","0.0","3.0","labissk01"
"366","2016-17","22","POR","NBA","SF","23","0","6.3","0.8","2.4",".321","0.4","1.7",".237","0.4","0.8",".500",".402","0.4","0.6",".692","0.1","0.5","0.6","0.3","0.3","0.1","0.2","0.6","2.3","laymaja01"
"367","2011-12","20","SAS","NBA","SF","64","39","24.0","3.1","6.3",".493","0.6","1.7",".376","2.5","4.6",".536",".543","1.1","1.4",".773","1.6","3.5","5.1","1.1","1.3","0.4","0.7","1.4","7.9","leonaka01"
"368","2012-13","21","SAS","NBA","SF","58","57","31.2","4.5","9.1",".494","1.1","3.0",".374","3.4","6.1",".554",".556","1.8","2.2",".825","1.1","4.9","6.0","1.6","1.7","0.6","1.1","1.7","11.9","leonaka01"
"369","2013-14","22","SAS","NBA","SF","66","65","29.1","5.1","9.8",".522","1.0","2.8",".379","4.1","7.0",".579",".576","1.5","1.9",".802","1.2","5.1","6.2","2.0","1.7","0.8","1.2","1.9","12.8","leonaka01"
"370","2014-15","23","SAS","NBA","SF","64","64","31.8","6.2","12.8",".479","1.0","3.0",".349","5.1","9.8",".519",".520","3.2","3.9",".802","1.3","5.9","7.2","2.5","2.3","0.8","1.5","2.0","16.5","leonaka01"
"371","2015-16","24","SAS","NBA","SF","72","72","33.1","7.7","15.1",".506","1.8","4.0",".443","5.9","11.1",".528",".565","4.1","4.6",".874","1.3","5.5","6.8","2.6","1.8","1.0","1.5","1.8","21.2","leonaka01"
"372","2016-17","25","SAS","NBA","SF","44","44","33.7","8.4","17.3",".487","2.1","5.0",".410","6.4","12.3",".519",".547","6.7","7.3",".910","1.2","4.6","5.8","3.2","1.8","0.7","2.0","1.6","25.6","leonaka01"
"373","2011-12","22","MIL","NBA","PF","46","12","12.1","2.1","4.2",".508","0.1","0.2",".333","2.0","4.0",".516",".516","0.5","0.6",".750","1.0","1.6","2.6","0.5","0.3","0.4","0.4","1.5","4.7","leuerjo01"
